measurement_id,component_id,lot_id,feature_name,nominal_value,upper_tolerance,lower_tolerance,measured_value,measurement_timestamp,cmm_machine_id,inspector_id,result
M0000242,PART-006,LOT-00242,outer_diameter,100,100.5,99.5,99.891,1/21/2024 5:00,CMM2,QC018,pass
M0000243,PART-034,LOT-00243,parallelism,0,0.1,0,-0.028,1/5/2024 17:54,CMM2,QC015,fail
M0000244,PART-050,LOT-00244,angle,45,46,44,45.715,1/10/2024 15:38,CMM3,QC007,pass
M0000245,PART-013,LOT-00245,flatness,0,0.1,0,0.021,1/17/2024 11:36,CMM2,QC015,pass
M0000246,PART-013,LOT-00246,length,20,20.2,19.8,19.865,1/10/2024 21:30,CMM2,QC003,pass
M0000247,PART-050,LOT-00247,outer_diameter,100,100.5,99.5,100.031,1/30/2024 17:53,CMM1,QC012,pass
M0000248,PART-029,LOT-00248,outer_diameter,100,100.5,99.5,99.89,1/28/2024 6:34,CMM2,QC006,pass
M0000249,PART-029,LOT-00249,length,20,20.2,19.8,20.057,1/4/2024 4:35,CMM2,QC018,pass
M0000250,PART-038,LOT-00250,length,20,20.2,19.8,19.947,1/3/2024 23:21,CMM1,QC007,pass
M0000251,PART-003,LOT-00251,width,10,10.1,9.9,9.996,1/3/2024 23:08,CMM1,QC020,pass
M0000252,PART-006,LOT-00252,width,10,10.1,9.9,10.017,1/29/2024 23:45,CMM1,QC013,pass
M0000253,PART-048,LOT-00253,bore_diameter,50,50.4,49.6,50.115,1/3/2024 20:48,CMM3,QC009,pass
M0000254,PART-031,LOT-00254,width,10,10.1,9.9,9.96,1/23/2024 19:37,CMM2,QC020,pass
M0000255,PART-022,LOT-00255,angle,45,46,44,44.888,1/5/2024 8:06,CMM2,QC015,pass
M0000256,PART-029,LOT-00256,flatness,0,0.1,0,-0.016,1/25/2024 4:25,CMM3,QC010,fail
M0000257,PART-019,LOT-00257,outer_diameter,100,100.5,99.5,99.891,1/19/2024 12:09,CMM1,QC016,pass
M0000258,PART-041,LOT-00258,bore_diameter,50,50.4,49.6,50.589,1/31/2024 3:01,CMM3,QC018,fail
M0000259,PART-025,LOT-00259,angle,45,46,44,45.588,1/15/2024 4:21,CMM2,QC008,pass
M0000260,PART-043,LOT-00260,outer_diameter,100,100.5,99.5,100.067,1/8/2024 23:28,CMM3,QC017,pass
M0000261,PART-026,LOT-00261,bore_diameter,50,50.4,49.6,49.832,1/7/2024 19:50,CMM2,QC010,pass
M0000262,PART-022,LOT-00262,length,20,20.2,19.8,20.061,1/6/2024 19:35,CMM2,QC008,pass
M0000263,PART-033,LOT-00263,parallelism,0,0.1,0,0.071,1/18/2024 6:12,CMM1,QC012,pass
M0000264,PART-022,LOT-00264,angle,45,46,44,45.344,1/24/2024 9:08,CMM3,QC014,pass
M0000265,PART-007,LOT-00265,parallelism,0,0.1,0,-0.051,1/24/2024 3:31,CMM3,QC006,fail
M0000266,PART-022,LOT-00266,bore_diameter,50,50.4,49.6,49.935,1/30/2024 16:03,CMM1,QC006,pass
M0000267,PART-045,LOT-00267,outer_diameter,100,100.5,99.5,100.211,1/29/2024 14:22,CMM2,QC002,pass
M0000268,PART-024,LOT-00268,outer_diameter,100,100.5,99.5,99.882,1/13/2024 16:26,CMM2,QC018,pass
M0000269,PART-015,LOT-00269,flatness,0,0.1,0,0.015,1/25/2024 20:16,CMM3,QC019,pass
M0000270,PART-037,LOT-00270,length,20,20.2,19.8,20.052,1/22/2024 7:14,CMM3,QC017,pass
M0000271,PART-027,LOT-00271,parallelism,0,0.1,0,-0.031,1/9/2024 18:00,CMM2,QC007,fail
M0000272,PART-004,LOT-00272,outer_diameter,100,100.5,99.5,99.99,1/30/2024 14:20,CMM2,QC019,pass
M0000273,PART-034,LOT-00273,angle,45,46,44,43.92,1/7/2024 3:10,CMM3,QC004,fail
M0000274,PART-033,LOT-00274,parallelism,0,0.1,0,-0.034,1/9/2024 4:56,CMM2,QC010,fail
M0000275,PART-023,LOT-00275,thickness,5,5.05,4.95,4.996,1/2/2024 5:07,CMM1,QC007,pass
M0000276,PART-025,LOT-00276,length,20,20.2,19.8,19.917,1/6/2024 1:08,CMM1,QC016,pass
M0000277,PART-046,LOT-00277,bore_diameter,50,50.4,49.6,50.418,1/31/2024 22:55,CMM2,QC010,fail
M0000278,PART-031,LOT-00278,angle,45,46,44,45.544,1/7/2024 16:35,CMM1,QC005,pass
M0000279,PART-006,LOT-00279,length,20,20.2,19.8,19.905,1/3/2024 13:45,CMM1,QC003,pass
M0000280,PART-039,LOT-00280,parallelism,0,0.1,0,-0.015,1/25/2024 23:28,CMM2,QC003,fail
M0000281,PART-008,LOT-00281,flatness,0,0.1,0,0.004,1/4/2024 11:09,CMM3,QC005,pass
M0000282,PART-008,LOT-00282,outer_diameter,100,100.5,99.5,100.24,1/24/2024 10:56,CMM2,QC014,pass
M0000283,PART-016,LOT-00283,length,20,20.2,19.8,19.904,1/8/2024 8:49,CMM3,QC001,pass
M0000284,PART-037,LOT-00284,outer_diameter,100,100.5,99.5,100.194,1/21/2024 0:00,CMM3,QC019,pass
M0000285,PART-034,LOT-00285,parallelism,0,0.1,0,0,1/26/2024 4:16,CMM1,QC008,pass
M0000286,PART-031,LOT-00286,flatness,0,0.1,0,-0.033,1/4/2024 9:33,CMM2,QC010,fail
M0000287,PART-023,LOT-00287,width,10,10.1,9.9,10.015,1/5/2024 13:47,CMM2,QC017,pass
M0000288,PART-050,LOT-00288,parallelism,0,0.1,0,0.007,1/28/2024 2:35,CMM3,QC018,pass
M0000289,PART-022,LOT-00289,width,10,10.1,9.9,9.98,2/1/2024 3:06,CMM3,QC001,pass
M0000290,PART-009,LOT-00290,flatness,0,0.1,0,0.12,1/5/2024 0:55,CMM3,QC005,fail
M0000291,PART-013,LOT-00291,width,10,10.1,9.9,10.002,1/4/2024 4:46,CMM1,QC009,pass
M0000292,PART-035,LOT-00292,angle,45,46,44,44.872,1/22/2024 19:04,CMM3,QC015,pass
M0000293,PART-023,LOT-00293,bore_diameter,50,50.4,49.6,50.015,1/3/2024 6:12,CMM3,QC004,pass
M0000294,PART-028,LOT-00294,flatness,0,0.1,0,0.022,1/20/2024 10:55,CMM3,QC005,pass
M0000295,PART-032,LOT-00295,bore_diameter,50,50.4,49.6,50.211,1/24/2024 13:25,CMM1,QC019,pass
M0000296,PART-006,LOT-00296,length,20,20.2,19.8,19.776,1/22/2024 12:20,CMM3,QC012,fail
M0000297,PART-006,LOT-00297,length,20,20.2,19.8,19.917,1/17/2024 19:10,CMM1,QC019,pass
M0000298,PART-028,LOT-00298,parallelism,0,0.1,0,0.071,1/9/2024 7:01,CMM3,QC007,pass
M0000299,PART-023,LOT-00299,parallelism,0,0.1,0,-0.065,1/30/2024 7:34,CMM1,QC019,fail
M0000300,PART-041,LOT-00300,outer_diameter,100,100.5,99.5,99.975,1/21/2024 3:41,CMM2,QC011,pass
M0000301,PART-002,LOT-00301,outer_diameter,100,100.5,99.5,100.098,1/8/2024 0:57,CMM3,QC015,pass
M0000302,PART-005,LOT-00302,outer_diameter,100,100.5,99.5,100.047,1/12/2024 3:46,CMM1,QC015,pass
M0000303,PART-003,LOT-00303,angle,45,46,44,44.792,1/29/2024 17:55,CMM2,QC004,pass
M0000304,PART-005,LOT-00304,thickness,5,5.05,4.95,4.997,1/27/2024 21:52,CMM3,QC015,pass
M0000305,PART-018,LOT-00305,width,10,10.1,9.9,9.984,1/12/2024 18:38,CMM2,QC005,pass
M0000306,PART-025,LOT-00306,angle,45,46,44,44.804,1/27/2024 22:29,CMM3,QC008,pass
M0000307,PART-014,LOT-00307,outer_diameter,100,100.5,99.5,100.142,1/30/2024 13:19,CMM3,QC016,pass
M0000308,PART-005,LOT-00308,parallelism,0,0.1,0,0.012,1/23/2024 6:45,CMM2,QC015,pass
M0000309,PART-021,LOT-00309,parallelism,0,0.1,0,-0.023,1/18/2024 19:28,CMM2,QC010,fail
M0000310,PART-020,LOT-00310,width,10,10.1,9.9,10.03,1/8/2024 16:02,CMM3,QC011,pass
M0000311,PART-013,LOT-00311,thickness,5,5.05,4.95,5.005,1/8/2024 12:41,CMM3,QC016,pass
M0000312,PART-024,LOT-00312,length,20,20.2,19.8,20.054,1/23/2024 6:31,CMM2,QC016,pass
M0000313,PART-005,LOT-00313,outer_diameter,100,100.5,99.5,100.105,1/16/2024 2:49,CMM3,QC010,pass
M0000314,PART-037,LOT-00314,width,10,10.1,9.9,9.972,1/6/2024 3:33,CMM3,QC002,pass
M0000315,PART-044,LOT-00315,length,20,20.2,19.8,19.963,1/26/2024 1:05,CMM1,QC008,pass
M0000316,PART-012,LOT-00316,thickness,5,5.05,4.95,5.012,1/8/2024 13:56,CMM1,QC010,pass
M0000317,PART-020,LOT-00317,length,20,20.2,19.8,20.041,1/10/2024 0:50,CMM2,QC002,pass
M0000318,PART-034,LOT-00318,bore_diameter,50,50.4,49.6,49.997,1/15/2024 10:15,CMM2,QC001,pass
M0000319,PART-036,LOT-00319,outer_diameter,100,100.5,99.5,100.02,1/14/2024 9:46,CMM2,QC008,pass
M0000320,PART-042,LOT-00320,parallelism,0,0.1,0,0.043,1/9/2024 10:11,CMM1,QC013,pass
M0000321,PART-047,LOT-00321,flatness,0,0.1,0,-0.02,1/30/2024 8:58,CMM1,QC005,fail
M0000322,PART-042,LOT-00322,angle,45,46,44,45.182,1/27/2024 14:59,CMM1,QC008,pass
M0000323,PART-041,LOT-00323,flatness,0,0.1,0,-0.007,1/2/2024 23:04,CMM1,QC020,fail
M0000324,PART-031,LOT-00324,outer_diameter,100,100.5,99.5,99.964,1/12/2024 20:28,CMM3,QC002,pass
M0000325,PART-004,LOT-00325,outer_diameter,100,100.5,99.5,100.183,1/8/2024 13:39,CMM2,QC008,pass
M0000326,PART-039,LOT-00326,outer_diameter,100,100.5,99.5,100.138,1/7/2024 19:55,CMM2,QC006,pass
M0000327,PART-009,LOT-00327,length,20,20.2,19.8,20.054,1/18/2024 0:43,CMM2,QC016,pass
M0000328,PART-008,LOT-00328,angle,45,46,44,45.435,1/13/2024 4:09,CMM1,QC003,pass
M0000329,PART-025,LOT-00329,thickness,5,5.05,4.95,5,1/30/2024 15:09,CMM1,QC007,pass
M0000330,PART-047,LOT-00330,angle,45,46,44,45.227,1/17/2024 4:34,CMM2,QC015,pass
M0000331,PART-020,LOT-00331,thickness,5,5.05,4.95,4.995,1/25/2024 3:15,CMM3,QC008,pass
M0000332,PART-016,LOT-00332,angle,45,46,44,45.108,1/12/2024 13:59,CMM2,QC016,pass
M0000333,PART-039,LOT-00333,parallelism,0,0.1,0,-0.004,1/30/2024 23:37,CMM2,QC008,fail
M0000334,PART-007,LOT-00334,bore_diameter,50,50.4,49.6,50.013,1/21/2024 0:41,CMM2,QC006,pass
M0000335,PART-024,LOT-00335,thickness,5,5.05,4.95,5.01,1/3/2024 16:25,CMM2,QC011,pass
M0000336,PART-036,LOT-00336,bore_diameter,50,50.4,49.6,50.525,1/14/2024 4:13,CMM3,QC002,fail
M0000337,PART-018,LOT-00337,bore_diameter,50,50.4,49.6,49.891,1/30/2024 13:44,CMM2,QC003,pass
M0000338,PART-026,LOT-00338,thickness,5,5.05,4.95,5.035,1/19/2024 3:37,CMM3,QC016,pass
M0000339,PART-013,LOT-00339,width,10,10.1,9.9,9.966,1/30/2024 7:03,CMM2,QC011,pass
M0000340,PART-009,LOT-00340,thickness,5,5.05,4.95,4.98,1/16/2024 6:46,CMM3,QC010,pass
M0000341,PART-033,LOT-00341,length,20,20.2,19.8,20.077,1/7/2024 15:40,CMM2,QC020,pass
M0000342,PART-040,LOT-00342,parallelism,0,0.1,0,0.026,1/16/2024 12:50,CMM3,QC002,pass
M0000343,PART-046,LOT-00343,flatness,0,0.1,0,0.021,1/27/2024 13:51,CMM2,QC019,pass
M0000344,PART-008,LOT-00344,width,10,10.1,9.9,10.021,1/20/2024 17:58,CMM1,QC019,pass
M0000345,PART-039,LOT-00345,flatness,0,0.1,0,0,1/23/2024 7:22,CMM2,QC007,pass
M0000346,PART-038,LOT-00346,length,20,20.2,19.8,19.94,1/24/2024 16:46,CMM2,QC006,pass
M0000347,PART-025,LOT-00347,parallelism,0,0.1,0,0.003,1/8/2024 7:24,CMM2,QC015,pass
M0000348,PART-008,LOT-00348,width,10,10.1,9.9,9.977,1/11/2024 0:23,CMM1,QC008,pass
M0000349,PART-045,LOT-00349,width,10,10.1,9.9,10.121,1/10/2024 21:42,CMM3,QC007,fail
M0000350,PART-048,LOT-00350,bore_diameter,50,50.4,49.6,50.13,1/4/2024 10:01,CMM2,QC010,pass
M0000351,PART-043,LOT-00351,outer_diameter,100,100.5,99.5,99.975,1/23/2024 3:30,CMM2,QC016,pass
M0000352,PART-035,LOT-00352,thickness,5,5.05,4.95,4.934,1/18/2024 10:54,CMM2,QC006,fail
M0000353,PART-045,LOT-00353,bore_diameter,50,50.4,49.6,49.89,1/13/2024 22:45,CMM1,QC011,pass
M0000354,PART-020,LOT-00354,outer_diameter,100,100.5,99.5,99.946,1/11/2024 13:36,CMM1,QC005,pass
M0000355,PART-032,LOT-00355,angle,45,46,44,45.138,1/15/2024 11:17,CMM2,QC003,pass
M0000356,PART-008,LOT-00356,angle,45,46,44,44.812,1/27/2024 22:23,CMM3,QC016,pass
M0000357,PART-050,LOT-00357,bore_diameter,50,50.4,49.6,49.89,1/8/2024 8:59,CMM3,QC002,pass
M0000358,PART-029,LOT-00358,thickness,5,5.05,4.95,5.004,2/1/2024 13:29,CMM3,QC010,pass
M0000359,PART-018,LOT-00359,angle,45,46,44,45.082,1/26/2024 17:52,CMM1,QC019,pass
M0000360,PART-038,LOT-00360,length,20,20.2,19.8,19.966,1/12/2024 20:21,CMM1,QC005,pass
M0000361,PART-015,LOT-00361,angle,45,46,44,44.843,1/3/2024 11:20,CMM2,QC017,pass
M0000362,PART-044,LOT-00362,outer_diameter,100,100.5,99.5,100.039,1/7/2024 21:09,CMM3,QC012,pass
M0000363,PART-031,LOT-00363,bore_diameter,50,50.4,49.6,49.807,1/24/2024 16:30,CMM1,QC010,pass
M0000364,PART-042,LOT-00364,thickness,5,5.05,4.95,4.977,1/3/2024 20:37,CMM3,QC016,pass
M0000365,PART-048,LOT-00365,outer_diameter,100,100.5,99.5,99.88,1/3/2024 23:44,CMM2,QC012,pass
M0000366,PART-003,LOT-00366,parallelism,0,0.1,0,-0.007,1/20/2024 2:37,CMM2,QC008,fail
M0000367,PART-019,LOT-00367,length,20,20.2,19.8,20.021,1/4/2024 8:55,CMM3,QC005,pass
M0000368,PART-022,LOT-00368,thickness,5,5.05,4.95,5.025,1/13/2024 23:49,CMM2,QC004,pass
M0000369,PART-009,LOT-00369,flatness,0,0.1,0,0.029,1/24/2024 2:44,CMM3,QC018,pass
M0000370,PART-047,LOT-00370,angle,45,46,44,44.947,1/23/2024 18:15,CMM2,QC008,pass
M0000371,PART-022,LOT-00371,angle,45,46,44,44.994,1/14/2024 10:14,CMM2,QC014,pass
M0000372,PART-026,LOT-00372,outer_diameter,100,100.5,99.5,99.833,1/21/2024 5:09,CMM1,QC002,pass
M0000373,PART-012,LOT-00373,angle,45,46,44,44.994,1/9/2024 3:35,CMM2,QC017,pass
M0000374,PART-016,LOT-00374,angle,45,46,44,44.904,1/22/2024 9:57,CMM3,QC015,pass
M0000375,PART-037,LOT-00375,parallelism,0,0.1,0,0.011,1/2/2024 7:29,CMM1,QC007,pass
M0000376,PART-008,LOT-00376,flatness,0,0.1,0,-0.012,1/24/2024 4:20,CMM3,QC002,fail
M0000377,PART-046,LOT-00377,outer_diameter,100,100.5,99.5,99.306,1/16/2024 5:40,CMM3,QC004,fail
M0000378,PART-015,LOT-00378,bore_diameter,50,50.4,49.6,49.89,1/12/2024 13:20,CMM1,QC016,pass
M0000379,PART-039,LOT-00379,outer_diameter,100,100.5,99.5,100.087,1/18/2024 13:05,CMM1,QC009,pass
M0000380,PART-014,LOT-00380,flatness,0,0.1,0,0.051,1/13/2024 6:17,CMM1,QC018,pass
M0000381,PART-046,LOT-00381,outer_diameter,100,100.5,99.5,99.982,1/18/2024 19:09,CMM2,QC018,pass
M0000382,PART-033,LOT-00382,angle,45,46,44,45.134,1/11/2024 23:48,CMM2,QC014,pass
M0000383,PART-034,LOT-00383,bore_diameter,50,50.4,49.6,50.092,1/22/2024 18:36,CMM1,QC019,pass
M0000384,PART-033,LOT-00384,flatness,0,0.1,0,-0.013,1/22/2024 7:35,CMM3,QC018,fail
M0000385,PART-030,LOT-00385,length,20,20.2,19.8,20.015,1/27/2024 2:56,CMM3,QC002,pass
M0000386,PART-047,LOT-00386,bore_diameter,50,50.4,49.6,50.002,1/2/2024 8:46,CMM3,QC016,pass
M0000387,PART-005,LOT-00387,length,20,20.2,19.8,20.007,1/4/2024 23:28,CMM3,QC018,pass
M0000388,PART-004,LOT-00388,outer_diameter,100,100.5,99.5,99.871,1/4/2024 21:23,CMM2,QC005,pass
M0000389,PART-050,LOT-00389,width,10,10.1,9.9,10.001,1/8/2024 1:55,CMM2,QC010,pass
M0000390,PART-025,LOT-00390,bore_diameter,50,50.4,49.6,50.066,1/18/2024 16:18,CMM3,QC001,pass
M0000391,PART-008,LOT-00391,width,10,10.1,9.9,10.128,1/10/2024 11:56,CMM3,QC019,fail
M0000392,PART-015,LOT-00392,angle,45,46,44,45.484,1/1/2024 19:47,CMM2,QC010,pass
M0000393,PART-035,LOT-00393,width,10,10.1,9.9,10.032,1/20/2024 12:15,CMM2,QC013,pass
M0000394,PART-010,LOT-00394,parallelism,0,0.1,0,0.072,1/13/2024 15:04,CMM2,QC013,pass
M0000395,PART-050,LOT-00395,flatness,0,0.1,0,-0.026,1/1/2024 21:05,CMM3,QC011,fail
M0000396,PART-029,LOT-00396,parallelism,0,0.1,0,0.029,1/28/2024 9:56,CMM2,QC010,pass
M0000397,PART-029,LOT-00397,angle,45,46,44,45.061,1/12/2024 13:57,CMM3,QC020,pass
M0000398,PART-019,LOT-00398,angle,45,46,44,45.73,1/12/2024 4:46,CMM2,QC008,pass
M0000399,PART-044,LOT-00399,outer_diameter,100,100.5,99.5,99.865,1/17/2024 6:15,CMM3,QC015,pass
M0000400,PART-027,LOT-00400,width,10,10.1,9.9,9.972,1/15/2024 1:13,CMM1,QC002,pass
M0000401,PART-012,LOT-00401,length,20,20.2,19.8,19.96,1/30/2024 9:45,CMM2,QC011,pass
M0000402,PART-023,LOT-00402,width,10,10.1,9.9,9.929,1/31/2024 12:40,CMM3,QC016,pass
M0000403,PART-027,LOT-00403,parallelism,0,0.1,0,-0.018,1/7/2024 19:59,CMM3,QC007,fail
M0000404,PART-015,LOT-00404,outer_diameter,100,100.5,99.5,99.873,1/16/2024 12:29,CMM3,QC016,pass
M0000405,PART-027,LOT-00405,outer_diameter,100,100.5,99.5,100.025,1/26/2024 18:42,CMM2,QC004,pass
M0000406,PART-022,LOT-00406,angle,45,46,44,45.114,1/31/2024 16:22,CMM3,QC005,pass
M0000407,PART-013,LOT-00407,bore_diameter,50,50.4,49.6,50.25,1/3/2024 17:17,CMM2,QC002,pass
M0000408,PART-005,LOT-00408,length,20,20.2,19.8,20.063,1/10/2024 7:31,CMM2,QC011,pass
M0000409,PART-031,LOT-00409,bore_diameter,50,50.4,49.6,49.923,1/11/2024 9:09,CMM2,QC019,pass
M0000410,PART-013,LOT-00410,bore_diameter,50,50.4,49.6,49.88,1/8/2024 7:08,CMM3,QC002,pass
M0000411,PART-014,LOT-00411,width,10,10.1,9.9,10.016,1/20/2024 8:13,CMM2,QC015,pass
M0000412,PART-025,LOT-00412,width,10,10.1,9.9,9.956,1/23/2024 11:16,CMM1,QC010,pass
M0000413,PART-032,LOT-00413,flatness,0,0.1,0,0.061,1/22/2024 18:00,CMM1,QC007,pass
M0000414,PART-024,LOT-00414,thickness,5,5.05,4.95,5.02,1/15/2024 19:47,CMM3,QC002,pass
M0000415,PART-002,LOT-00415,bore_diameter,50,50.4,49.6,50.452,1/13/2024 6:50,CMM3,QC010,fail
M0000416,PART-010,LOT-00416,width,10,10.1,9.9,9.984,1/11/2024 5:17,CMM3,QC009,pass
M0000417,PART-032,LOT-00417,outer_diameter,100,100.5,99.5,99.714,1/27/2024 13:26,CMM3,QC014,pass
M0000418,PART-042,LOT-00418,angle,45,46,44,45.451,1/24/2024 9:51,CMM2,QC005,pass
M0000419,PART-047,LOT-00419,parallelism,0,0.1,0,-0.004,1/26/2024 18:58,CMM1,QC017,fail
M0000420,PART-034,LOT-00420,flatness,0,0.1,0,0.041,1/3/2024 9:56,CMM1,QC015,pass
M0000421,PART-027,LOT-00421,angle,45,46,44,44.469,1/7/2024 9:10,CMM1,QC006,pass
M0000422,PART-014,LOT-00422,length,20,20.2,19.8,19.96,1/24/2024 8:23,CMM1,QC010,pass
M0000423,PART-040,LOT-00423,bore_diameter,50,50.4,49.6,50.001,1/24/2024 22:47,CMM2,QC015,pass
M0000424,PART-027,LOT-00424,outer_diameter,100,100.5,99.5,100.008,1/1/2024 17:56,CMM3,QC012,pass
M0000425,PART-019,LOT-00425,bore_diameter,50,50.4,49.6,49.94,1/2/2024 0:43,CMM3,QC006,pass
M0000426,PART-034,LOT-00426,bore_diameter,50,50.4,49.6,50.083,1/8/2024 20:38,CMM2,QC014,pass
M0000427,PART-023,LOT-00427,bore_diameter,50,50.4,49.6,49.858,1/13/2024 10:59,CMM1,QC007,pass
M0000428,PART-030,LOT-00428,length,20,20.2,19.8,19.991,1/28/2024 4:07,CMM2,QC009,pass
M0000429,PART-006,LOT-00429,parallelism,0,0.1,0,0.004,1/30/2024 20:03,CMM3,QC018,pass
M0000430,PART-036,LOT-00430,flatness,0,0.1,0,0.017,1/23/2024 17:55,CMM1,QC011,pass
M0000431,PART-028,LOT-00431,length,20,20.2,19.8,20.047,1/31/2024 23:24,CMM2,QC018,pass
M0000432,PART-003,LOT-00432,thickness,5,5.05,4.95,4.981,1/11/2024 19:57,CMM1,QC005,pass
M0000433,PART-005,LOT-00433,length,20,20.2,19.8,19.898,1/14/2024 10:14,CMM3,QC018,pass
M0000434,PART-021,LOT-00434,length,20,20.2,19.8,20.085,1/3/2024 3:06,CMM2,QC007,pass
M0000435,PART-005,LOT-00435,outer_diameter,100,100.5,99.5,100.055,1/15/2024 19:53,CMM1,QC015,pass
M0000436,PART-025,LOT-00436,outer_diameter,100,100.5,99.5,99.875,1/25/2024 16:26,CMM1,QC003,pass
M0000437,PART-045,LOT-00437,outer_diameter,100,100.5,99.5,100.259,1/4/2024 15:39,CMM3,QC005,pass
M0000438,PART-005,LOT-00438,flatness,0,0.1,0,0.004,1/18/2024 4:01,CMM3,QC004,pass
M0000439,PART-021,LOT-00439,thickness,5,5.05,4.95,5.02,1/3/2024 22:21,CMM1,QC019,pass
M0000440,PART-036,LOT-00440,flatness,0,0.1,0,0.121,1/18/2024 7:03,CMM3,QC019,fail
M0000441,PART-006,LOT-00441,outer_diameter,100,100.5,99.5,100.011,1/30/2024 16:41,CMM3,QC005,pass
M0000442,PART-010,LOT-00442,angle,45,46,44,45.687,1/19/2024 7:03,CMM3,QC020,pass
M0000443,PART-007,LOT-00443,length,20,20.2,19.8,20.117,1/7/2024 1:57,CMM2,QC014,pass
M0000444,PART-007,LOT-00444,width,10,10.1,9.9,9.992,1/7/2024 2:43,CMM1,QC009,pass
M0000445,PART-033,LOT-00445,outer_diameter,100,100.5,99.5,100.162,1/20/2024 1:41,CMM1,QC017,pass
M0000446,PART-039,LOT-00446,outer_diameter,100,100.5,99.5,100.108,1/29/2024 16:13,CMM3,QC004,pass
M0000447,PART-025,LOT-00447,thickness,5,5.05,4.95,4.926,1/6/2024 16:30,CMM3,QC008,fail
M0000448,PART-044,LOT-00448,length,20,20.2,19.8,20.091,1/18/2024 14:51,CMM2,QC019,pass
M0000449,PART-010,LOT-00449,bore_diameter,50,50.4,49.6,49.871,1/5/2024 1:06,CMM1,QC017,pass
M0000450,PART-005,LOT-00450,angle,45,46,44,45.229,1/18/2024 22:26,CMM3,QC009,pass
M0000451,PART-040,LOT-00451,bore_diameter,50,50.4,49.6,50.141,1/10/2024 21:35,CMM2,QC004,pass
M0000452,PART-026,LOT-00452,thickness,5,5.05,4.95,4.971,1/17/2024 10:52,CMM2,QC017,pass
M0000453,PART-028,LOT-00453,width,10,10.1,9.9,9.961,1/31/2024 3:06,CMM1,QC009,pass
M0000454,PART-045,LOT-00454,angle,45,46,44,44.32,1/11/2024 3:23,CMM2,QC011,pass
M0000455,PART-019,LOT-00455,parallelism,0,0.1,0,-0.009,1/31/2024 19:17,CMM1,QC015,fail
M0000456,PART-026,LOT-00456,angle,45,46,44,45.239,1/18/2024 20:41,CMM3,QC009,pass
M0000457,PART-012,LOT-00457,bore_diameter,50,50.4,49.6,50.2,1/26/2024 17:51,CMM1,QC008,pass
M0000458,PART-019,LOT-00458,width,10,10.1,9.9,10.002,1/5/2024 7:32,CMM2,QC009,pass
M0000459,PART-020,LOT-00459,parallelism,0,0.1,0,-0.02,1/12/2024 6:21,CMM3,QC008,fail
M0000460,PART-005,LOT-00460,flatness,0,0.1,0,0.054,1/23/2024 1:30,CMM2,QC003,pass
M0000461,PART-045,LOT-00461,length,20,20.2,19.8,19.908,1/21/2024 1:53,CMM2,QC003,pass
M0000462,PART-035,LOT-00462,bore_diameter,50,50.4,49.6,49.773,1/28/2024 1:36,CMM1,QC006,pass
M0000463,PART-023,LOT-00463,flatness,0,0.1,0,-0.002,1/9/2024 17:41,CMM2,QC008,fail
M0000464,PART-044,LOT-00464,outer_diameter,100,100.5,99.5,100.064,1/31/2024 21:24,CMM1,QC012,pass
M0000465,PART-017,LOT-00465,parallelism,0,0.1,0,-0.001,1/12/2024 3:29,CMM1,QC003,fail
M0000466,PART-015,LOT-00466,bore_diameter,50,50.4,49.6,49.724,1/22/2024 16:54,CMM3,QC013,pass
M0000467,PART-033,LOT-00467,angle,45,46,44,44.97,1/8/2024 2:39,CMM1,QC011,pass
M0000468,PART-006,LOT-00468,width,10,10.1,9.9,9.957,1/7/2024 6:46,CMM2,QC001,pass
M0000469,PART-014,LOT-00469,bore_diameter,50,50.4,49.6,50.089,1/25/2024 11:11,CMM3,QC013,pass
M0000470,PART-045,LOT-00470,parallelism,0,0.1,0,0.012,1/23/2024 1:11,CMM2,QC019,pass
M0000471,PART-008,LOT-00471,thickness,5,5.05,4.95,4.984,1/3/2024 9:40,CMM1,QC015,pass
M0000472,PART-011,LOT-00472,bore_diameter,50,50.4,49.6,49.931,1/12/2024 17:25,CMM2,QC004,pass
M0000473,PART-028,LOT-00473,bore_diameter,50,50.4,49.6,49.859,1/23/2024 5:41,CMM2,QC001,pass
M0000474,PART-043,LOT-00474,outer_diameter,100,100.5,99.5,99.99,1/22/2024 16:00,CMM1,QC016,pass
M0000475,PART-029,LOT-00475,angle,45,46,44,45.318,1/28/2024 17:50,CMM3,QC007,pass
M0000476,PART-018,LOT-00476,width,10,10.1,9.9,9.967,1/3/2024 22:20,CMM2,QC017,pass
M0000477,PART-013,LOT-00477,outer_diameter,100,100.5,99.5,100.084,1/21/2024 23:46,CMM2,QC004,pass
M0000478,PART-041,LOT-00478,flatness,0,0.1,0,-0.018,1/15/2024 8:19,CMM2,QC020,fail
M0000479,PART-023,LOT-00479,bore_diameter,50,50.4,49.6,49.894,1/17/2024 5:27,CMM2,QC010,pass
M0000480,PART-046,LOT-00480,thickness,5,5.05,4.95,4.998,1/15/2024 10:53,CMM2,QC019,pass
M0000481,PART-021,LOT-00481,flatness,0,0.1,0,-0.035,1/6/2024 22:44,CMM1,QC008,fail
M0000482,PART-010,LOT-00482,thickness,5,5.05,4.95,4.991,1/26/2024 3:57,CMM2,QC011,pass
M0000483,PART-028,LOT-00483,angle,45,46,44,44.601,1/10/2024 0:53,CMM3,QC004,pass
